Player,Team,Position,Height,Weight,Age,School,PPG,RPG,APG,SPG,BPG,Headshot_URL
Saddiq Bey,Washington Wizards,G-F,6-7,215,26.0,Villanova,0.0,0.0,0.0,0.0,0.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630180.png
Malcolm Brogdon,Washington Wizards,G,6-4,229,32.0,Virginia,12.7,3.8,4.1,0.5,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/1627763.png
Anthony Gill,Washington Wizards,F,6-8,230,32.0,Virginia,2.5,1.3,0.3,0.2,0.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630264.png
Kyshawn George,Washington Wizards,F,6-8,200,21.0,Miami,8.7,4.2,2.5,1.0,0.7,https://cdn.nba.com/headshots/nba/latest/1040x760/1642273.png
Alex Sarr,Washington Wizards,C,7-0,205,20.0,Washington Wizards,13.0,6.5,2.4,0.7,1.5,https://cdn.nba.com/headshots/nba/latest/1040x760/1642259.png
JT Thor,Washington Wizards,F,6-9,203,22.0,Auburn,3.1,0.7,0.1,0.2,0.3,https://cdn.nba.com/headshots/nba/latest/1040x760/1630550.png
Richaun Holmes,Washington Wizards,F,6-9,235,31.0,Bowling Green,7.4,5.7,1.4,0.3,0.7,https://cdn.nba.com/headshots/nba/latest/1040x760/1626158.png
Corey Kispert,Washington Wizards,F,6-6,224,26.0,Gonzaga,11.6,3.0,1.7,0.4,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/1630557.png
Khris Middleton,Washington Wizards,F,6-7,222,33.0,Texas A&M,12.6,3.7,4.4,0.7,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/203114.png
Marcus Smart,Washington Wizards,G,6-3,220,31.0,Oklahoma State,8.7,2.3,3.7,1.2,0.3,https://cdn.nba.com/headshots/nba/latest/1040x760/203935.png
Jalen Duren,Detroit Pistons,C,6-10,250,21.0,Memphis,11.8,10.3,2.7,0.7,1.1,https://cdn.nba.com/headshots/nba/latest/1040x760/1631105.png
Ronald Holland II,Detroit Pistons,F,6-8,206,19.0,NBA G League Ignite,6.4,2.7,1.0,0.6,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/1641842.png
Cade Cunningham,Detroit Pistons,G,6-6,220,23.0,Oklahoma State,26.1,6.1,9.1,1.0,0.8,https://cdn.nba.com/headshots/nba/latest/1040x760/1630595.png
Malik Beasley,Detroit Pistons,G,6-4,187,28.0,Florida State,16.3,2.6,1.7,0.9,0.1,https://cdn.nba.com/headshots/nba/latest/1040x760/1627736.png
Paul Reed,Detroit Pistons,F,6-9,210,26.0,DePaul,4.1,2.7,1.0,0.9,0.6,https://cdn.nba.com/headshots/nba/latest/1040x760/1630194.png
Tim Hardaway Jr.,Detroit Pistons,G-F,6-5,205,33.0,Michigan,11.0,2.4,1.6,0.5,0.1,https://cdn.nba.com/headshots/nba/latest/1040x760/203501.png
Ausar Thompson,Detroit Pistons,G-F,6-6,205,22.0,Overtime Elite,10.1,5.1,2.3,1.7,0.7,https://cdn.nba.com/headshots/nba/latest/1040x760/1641709.png
Tobias Harris,Detroit Pistons,F,6-8,226,32.0,Tennessee,13.7,5.9,2.2,1.0,0.8,https://cdn.nba.com/headshots/nba/latest/1040x760/202699.png
Ron Harper Jr.,Detroit Pistons,G-F,6-4,233,25.0,Rutgers,4.0,7.0,2.0,0.0,0.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631199.png
Dennis Schröder,Detroit Pistons,G,6-1,175,31.0,Braunschweig,18.4,3.0,6.6,1.1,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/203471.png
Simone Fontecchio,Detroit Pistons,F,6-7,209,29.0,Baskonia,5.9,2.9,0.9,0.4,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/1631323.png
Jaden Ivey,Detroit Pistons,G,6-4,195,23.0,Purdue,17.6,4.1,4.0,0.9,0.4,https://cdn.nba.com/headshots/nba/latest/1040x760/1631093.png
Daniss Jenkins,Detroit Pistons,G,6-3,165,23.0,St. John's,1.0,0.3,0.4,0.0,0.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642450.png
Marcus Sasser,Detroit Pistons,G,6-2,195,24.0,Houston,6.6,1.2,2.3,0.6,0.1,https://cdn.nba.com/headshots/nba/latest/1040x760/1631204.png
Isaiah Stewart,Detroit Pistons,F-C,6-8,250,24.0,Washington,6.0,5.5,1.7,0.4,1.4,https://cdn.nba.com/headshots/nba/latest/1040x760/1630191.png
Bobi Klintman,Detroit Pistons,F,6-9,225,22.0,Wake Forest,1.9,0.9,0.9,0.2,0.1,https://cdn.nba.com/headshots/nba/latest/1040x760/1641752.png
Tolu Smith,Detroit Pistons,F,6-11,,24.0,Mississippi State,14.0,8.0,0.0,0.0,0.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642449.png
Lindy Waters III,Detroit Pistons,F,6-6,210,27.0,Oklahoma State,5.5,2.5,1.1,0.6,0.3,https://cdn.nba.com/headshots/nba/latest/1040x760/1630322.png
Miles Bridges,Charlotte Hornets,F,6-7,225,27.0,Michigan State,20.3,7.5,3.9,0.7,0.7,https://cdn.nba.com/headshots/nba/latest/1040x760/1628970.png
LaMelo Ball,Charlotte Hornets,G,6-7,180,23.0,Illawarra,25.2,4.9,7.4,1.1,0.3,https://cdn.nba.com/headshots/nba/latest/1040x760/1630163.png
Grant Williams,Charlotte Hornets,F,6-6,236,26.0,Tennessee,10.4,5.1,2.3,1.1,0.8,https://cdn.nba.com/headshots/nba/latest/1040x760/1629684.png
DaQuan Jeffries,Charlotte Hornets,G-F,6-5,222,27.0,Tulsa,6.7,2.9,1.1,0.6,0.5,https://cdn.nba.com/headshots/nba/latest/1040x760/1629610.png
Mark Williams,Charlotte Hornets,C,7-0,240,23.0,Duke,15.2,10.2,2.5,0.7,1.2,https://cdn.nba.com/headshots/nba/latest/1040x760/1631109.png
Damion Baugh,Charlotte Hornets,G,6-4,194,24.0,TCU,7.3,3.3,3.7,1.0,0.1,https://cdn.nba.com/headshots/nba/latest/1040x760/1641878.png
Nick Smith Jr.,Charlotte Hornets,G,6-2,185,21.0,Arkansas,9.8,2.1,2.4,0.3,0.1,https://cdn.nba.com/headshots/nba/latest/1040x760/1641733.png
Wendell Moore Jr.,Charlotte Hornets,G,6-5,215,23.0,Duke,3.2,2.2,1.2,0.5,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/1631111.png
Josh Green,Charlotte Hornets,G,6-5,200,24.0,Arizona,7.4,2.5,1.6,1.1,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/1630182.png
Jusuf Nurkić,Charlotte Hornets,C,7-0,290,30.0,Cedevita,8.6,9.2,1.9,0.9,0.6,https://cdn.nba.com/headshots/nba/latest/1040x760/203994.png
Josh Okogie,Charlotte Hornets,G,6-4,213,26.0,Georgia Tech,6.0,2.9,0.6,0.8,0.4,https://cdn.nba.com/headshots/nba/latest/1040x760/1629006.png
Moussa Diabaté,Charlotte Hornets,F,6-9,210,23.0,Michigan,5.7,6.2,0.8,0.6,0.6,https://cdn.nba.com/headshots/nba/latest/1040x760/1631217.png
Tre Mann,Charlotte Hornets,G,6-3,178,24.0,Florida,14.1,2.9,3.0,0.5,0.3,https://cdn.nba.com/headshots/nba/latest/1040x760/1630544.png
Brandon Miller,Charlotte Hornets,F,6-7,200,22.0,Alabama,21.0,4.9,3.6,1.1,0.7,https://cdn.nba.com/headshots/nba/latest/1040x760/1641706.png
KJ Simpson,Charlotte Hornets,G,6-0,189,22.0,Colorado,7.8,3.0,3.1,0.9,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/1642354.png
Seth Curry,Charlotte Hornets,G,6-1,185,34.0,Duke,6.5,1.7,0.9,0.4,0.1,https://cdn.nba.com/headshots/nba/latest/1040x760/203552.png
Tidjane Salaün,Charlotte Hornets,F,6-8,207,19.0,Cholet,5.9,4.7,1.2,0.5,0.2,https://cdn.nba.com/headshots/nba/latest/1040x760/1642275.png
Taj Gibson,Charlotte Hornets,F,6-9,232,40.0,Southern California,2.9,3.2,0.6,0.2,0.5,https://cdn.nba.com/headshots/nba/latest/1040x760/201959.png
